player name,mvp,ops,avg,rbi,hr
Minnie Minoso,Not MVP,0.922,0.326,76,10
Ferris Fain,Not MVP,0.921,0.344,57,6
Vic Wertz,Not MVP,0.894,0.285,94,27
Eddie Joost,Not MVP,0.870,0.289,78,19
Eddie Robinson,Not MVP,0.866,0.282,117,29
Elmer Valo,Not MVP,0.858,0.302,55,7
Gus Zernial,Not MVP,0.856,0.268,129,33
Eddie Yost,Not MVP,0.847,0.283,65,12
Yogi Berra,MVP,0.842,0.294,88,27
Gene Woodling,Not MVP,0.835,0.281,71,15
Johnny Pesky,Not MVP,0.815,0.313,41,3
Luke Easter,Not MVP,0.814,0.270,103,27
Al Rosen,Not MVP,0.809,0.265,102,24
Nellie Fox,Not MVP,0.798,0.313,55,4
Dom DiMaggio,Not MVP,0.788,0.296,72,12
Joe DiMaggio,Not MVP,0.787,0.263,71,12
George Kell,Not MVP,0.786,0.319,59,2
Bobby Avila,Not MVP,0.783,0.304,58,10
Gil Coan,Not MVP,0.782,0.303,62,9
Dale Mitchell,Not MVP,0.782,0.290,62,11
Mickey Vernon,Not MVP,0.781,0.293,87,9
Billy Goodman,Not MVP,0.761,0.297,50,0
Irv Noren,Not MVP,0.755,0.279,86,8
Larry Doby,Not MVP,0.986,0.326,102,25
Joe DiMaggio,Not MVP,0.979,0.301,122,32
Walt Dropo,Not MVP,0.961,0.322,144,34
Hoot Evers,Not MVP,0.959,0.323,103,21
Al Rosen,Not MVP,0.948,0.287,116,37
Vic Wertz,Not MVP,0.941,0.308,123,27
Al Zarilla,Not MVP,0.915,0.325,74,9
Yogi Berra,Not MVP,0.915,0.322,124,28
George Kell,Not MVP,0.886,0.340,101,8
Bobby Doerr,Not MVP,0.886,0.294,120,27
Billy Goodman,Not MVP,0.882,0.354,68,4
Vern Stephens,Not MVP,0.872,0.295,144,30
Don Lenhardt,Not MVP,0.871,0.273,81,22
Dom DiMaggio,Not MVP,0.866,0.328,70,7
Luke Easter,Not MVP,0.860,0.280,107,28
Johnny Groth,Not MVP,0.858,0.306,85,12
Phil Rizzuto,MVP,0.857,0.324,66,7
Eddie Robinson,Not MVP,0.846,0.295,86,21
Eddie Yost,Not MVP,0.845,0.295,58,11
Irv Noren,Not MVP,0.834,0.295,98,14
Ferris Fain,Not MVP,0.832,0.282,83,10
Johnny Pesky,Not MVP,0.825,0.312,49,1
Dick Kokos,Not MVP,0.822,0.261,67,18
Gus Zernial,Not MVP,0.815,0.280,93,29
Elmer Valo,Not MVP,0.806,0.280,46,10
Ted Williams,MVP,1.141,0.343,159,43
Tommy Henrich,Not MVP,0.942,0.287,85,24
Vern Stephens,Not MVP,0.930,0.290,159,39
George Kell,Not MVP,0.892,0.343,59,3
Bobby Doerr,Not MVP,0.890,0.309,109,18
Eddie Joost,Not MVP,0.882,0.263,81,23
Roy Sievers,Not MVP,0.869,0.306,91,16
Larry Doby,Not MVP,0.857,0.280,85,24
Vic Wertz,Not MVP,0.851,0.304,133,20
Eddie Robinson,Not MVP,0.840,0.294,78,18
Cass Michaels,Not MVP,0.837,0.308,83,6
Luke Appling,Not MVP,0.833,0.301,58,5
Hoot Evers,Not MVP,0.831,0.303,72,7
Dom DiMaggio,Not MVP,0.824,0.307,60,8
Sam Chapman,Not MVP,0.822,0.278,108,24
Elmer Valo,Not MVP,0.817,0.283,85,5
Dick Kokos,Not MVP,0.810,0.261,77,23
Bob Dillinger,Not MVP,0.802,0.324,51,1
Mickey Vernon,Not MVP,0.801,0.291,83,18
Jerry Priddy,Not MVP,0.796,0.290,63,11
Johnny Pesky,Not MVP,0.792,0.306,69,2
Dale Mitchell,Not MVP,0.788,0.317,56,3
Eddie Yost,Not MVP,0.774,0.253,45,9
Al Zarilla,Not MVP,0.763,0.277,77,10
Joe Gordon,Not MVP,0.762,0.251,84,20
Ted Williams,Not MVP,1.112,0.369,127,25
Joe DiMaggio,Not MVP,0.994,0.320,155,39
Lou Boudreau,MVP,0.987,0.355,106,18
Tommy Henrich,Not MVP,0.945,0.308,100,25
Ken Keltner,Not MVP,0.917,0.297,119,31
Bobby Doerr,Not MVP,0.891,0.285,111,27
Pat Mullin,Not MVP,0.889,0.288,80,23
Joe Gordon,Not MVP,0.879,0.280,124,32
Larry Doby,Not MVP,0.873,0.301,66,14
Al Zarilla,Not MVP,0.871,0.329,74,12
Jerry Priddy,Not MVP,0.834,0.296,79,8
Hoot Evers,Not MVP,0.831,0.314,103,10
Yogi Berra,Not MVP,0.830,0.305,98,14
Hank Majeski,Not MVP,0.822,0.310,120,12
Vern Stephens,Not MVP,0.821,0.269,137,29
Dale Mitchell,Not MVP,0.814,0.336,56,4
Ferris Fain,Not MVP,0.808,0.281,88,7
Billy Johnson,Not MVP,0.805,0.294,64,12
Billy Goodman,Not MVP,0.801,0.310,66,1
Bob Dillinger,Not MVP,0.799,0.321,44,2
Barney McCosky,Not MVP,0.791,0.326,46,0
Eddie Joost,Not MVP,0.788,0.250,55,16
Dom DiMaggio,Not MVP,0.785,0.285,87,9
Johnny Lipon,Not MVP,0.782,0.290,52,5
Luke Appling,Not MVP,0.777,0.314,47,0
Ted Williams,Not MVP,1.133,0.343,114,32
Joe DiMaggio,MVP,0.914,0.315,97,20
Tommy Henrich,Not MVP,0.857,0.287,98,16
Jeff Heath,Not MVP,0.850,0.251,85,27
Joe Gordon,Not MVP,0.842,0.272,93,29
Ferris Fain,Not MVP,0.837,0.291,71,7
George McQuinn,Not MVP,0.832,0.304,80,13
Roy Cullenbine,Not MVP,0.823,0.224,78,24
Stan Spence,Not MVP,0.819,0.279,73,16
Lou Boudreau,Not MVP,0.811,0.307,67,4
Sam Mele,Not MVP,0.804,0.302,73,12
Hoot Evers,Not MVP,0.801,0.296,67,10
George Kell,Not MVP,0.798,0.320,93,5
Luke Appling,Not MVP,0.797,0.306,49,8
Barney McCosky,Not MVP,0.795,0.328,52,1
Johnny Pesky,Not MVP,0.785,0.324,39,0
Billy Johnson,Not MVP,0.768,0.285,95,10
Dom DiMaggio,Not MVP,0.766,0.283,71,8
Vern Stephens,Not MVP,0.765,0.279,83,15
Wally Judnich,Not MVP,0.764,0.258,64,18
Hank Majeski,Not MVP,0.763,0.280,72,8
Bobby Doerr,Not MVP,0.755,0.258,95,17
Dale Mitchell,Not MVP,0.742,0.316,34,1
Johnny Lindell,Not MVP,0.734,0.275,67,11
Bob Dillinger,Not MVP,0.733,0.294,37,3
Ted Williams,MVP,1.164,0.342,123,38
Hank Greenberg,Not MVP,0.977,0.277,127,44
Charlie Keller,Not MVP,0.938,0.275,101,30
Mickey Vernon,Not MVP,0.910,0.353,85,8
Joe DiMaggio,Not MVP,0.878,0.290,95,25
Hank Edwards,Not MVP,0.870,0.301,54,10
Stan Spence,Not MVP,0.861,0.292,87,16
Jeff Heath,Not MVP,0.847,0.278,84,16
Johnny Pesky,Not MVP,0.827,0.335,55,2
Dom DiMaggio,Not MVP,0.820,0.316,73,7
Vern Stephens,Not MVP,0.817,0.307,64,14
Rudy York,Not MVP,0.808,0.276,119,17
George Kell,Not MVP,0.804,0.322,52,4
Bobby Doerr,Not MVP,0.799,0.271,116,18
Buddy Lewis,Not MVP,0.780,0.292,45,7
Tommy Henrich,Not MVP,0.769,0.251,83,19
Luke Appling,Not MVP,0.762,0.309,55,1
Sam Chapman,Not MVP,0.757,0.261,67,20
Lou Boudreau,Not MVP,0.755,0.293,62,6
Wally Judnich,Not MVP,0.751,0.262,72,15
Thurman Tucker,Not MVP,0.721,0.288,36,1
Joe Grace,Not MVP,0.712,0.278,44,3
Eddie Lake,Not MVP,0.708,0.254,31,8
Jerry Priddy,Not MVP,0.696,0.254,58,6
Johnny Berardino,Not MVP,0.664,0.265,68,5
Ted Williams,Not MVP,1.147,0.356,137,36
Charlie Keller,Not MVP,0.930,0.292,108,26
Wally Judnich,Not MVP,0.912,0.313,82,17
Joe Gordon,MVP,0.900,0.322,103,18
Chet Laabs,Not MVP,0.878,0.275,99,27
Joe DiMaggio,Not MVP,0.875,0.305,114,21
Les Fleming,Not MVP,0.845,0.292,82,14
Bob Johnson,Not MVP,0.835,0.291,80,13
Bobby Doerr,Not MVP,0.824,0.290,102,15
Stan Spence,Not MVP,0.817,0.323,79,4
Bobby Estalella,Not MVP,0.813,0.277,65,8
Roy Cullenbine,Not MVP,0.805,0.276,66,6
Dom DiMaggio,Not MVP,0.801,0.286,48,14
Harlond Clift,Not MVP,0.794,0.274,55,7
Jeff Heath,Not MVP,0.792,0.278,76,10
Johnny Pesky,Not MVP,0.791,0.331,51,2
George Case,Not MVP,0.784,0.320,43,5
Tommy Henrich,Not MVP,0.782,0.267,67,13
Barney McCosky,Not MVP,0.777,0.293,50,7
Vern Stephens,Not MVP,0.774,0.294,92,14
Pinky Higgins,Not MVP,0.771,0.267,79,11
Rudy York,Not MVP,0.771,0.260,90,21
Lou Boudreau,Not MVP,0.749,0.283,58,2
George McQuinn,Not MVP,0.738,0.262,78,12
Tony Lupien,Not MVP,0.735,0.281,70,3
Ted Williams,Not MVP,1.286,0.406,120,37
Joe DiMaggio,MVP,1.083,0.357,125,30
Charlie Keller,Not MVP,0.996,0.298,122,33
Jeff Heath,Not MVP,0.982,0.340,123,24
Cecil Travis,Not MVP,0.930,0.359,101,7
Sam Chapman,Not MVP,0.921,0.322,106,25
Jimmie Foxx,Not MVP,0.917,0.300,105,19
Roy Cullenbine,Not MVP,0.917,0.317,98,9
Joe Cronin,Not MVP,0.914,0.311,95,16
Tommy Henrich,Not MVP,0.895,0.277,85,31
George McQuinn,Not MVP,0.867,0.297,80,18
Taffy Wright,Not MVP,0.867,0.322,97,10
Bob Johnson,Not MVP,0.863,0.275,107,22
Dick Siebert,Not MVP,0.846,0.334,79,5
Wally Judnich,Not MVP,0.833,0.284,83,14
Barney McCosky,Not MVP,0.826,0.324,55,3
Joe Gordon,Not MVP,0.824,0.276,87,24
Bruce Campbell,Not MVP,0.821,0.275,93,15
Buddy Lewis,Not MVP,0.820,0.297,72,9
Rudy York,Not MVP,0.816,0.259,111,27
Ken Keltner,Not MVP,0.815,0.269,84,23
Frankie Hayes,Not MVP,0.811,0.280,63,12
Wally Moses,Not MVP,0.806,0.301,35,4
Harlond Clift,Not MVP,0.806,0.255,84,17
Pinky Higgins,Not MVP,0.800,0.298,73,11
Hank Greenberg,MVP,1.103,0.340,150,41
Joe DiMaggio,Not MVP,1.051,0.352,133,31
Ted Williams,Not MVP,1.036,0.344,113,23
Rudy York,Not MVP,0.993,0.316,134,33
Jimmie Foxx,Not MVP,0.993,0.297,119,36
Hal Trosky,Not MVP,0.920,0.295,93,25
Charlie Keller,Not MVP,0.919,0.286,93,21
Barney McCosky,Not MVP,0.899,0.340,57,4
Wally Judnich,Not MVP,0.888,0.303,89,24
Bob Johnson,Not MVP,0.888,0.268,103,31
Joe Cronin,Not MVP,0.882,0.285,111,24
Charlie Gehringer,Not MVP,0.875,0.313,81,10
Frankie Hayes,Not MVP,0.866,0.308,70,16
Wally Moses,Not MVP,0.865,0.309,50,9
Luke Appling,Not MVP,0.862,0.348,79,0
Joe Kuhel,Not MVP,0.861,0.280,94,27
Harlond Clift,Not MVP,0.859,0.273,87,20
Rip Radcliff,Not MVP,0.858,0.342,81,7
Jim Tabor,Not MVP,0.855,0.285,81,21
Joe Gordon,Not MVP,0.851,0.281,103,30
Bobby Doerr,Not MVP,0.850,0.291,105,22
Buddy Lewis,Not MVP,0.836,0.317,63,6
Taffy Wright,Not MVP,0.832,0.337,88,5
Cecil Travis,Not MVP,0.826,0.322,76,2
Lou Finney,Not MVP,0.822,0.320,73,5
Jimmie Foxx,Not MVP,1.158,0.360,105,35
Joe DiMaggio,MVP,1.119,0.381,126,30
Ted Williams,Not MVP,1.045,0.327,145,31
Hank Greenberg,Not MVP,1.042,0.312,112,33
Hal Trosky,Not MVP,0.994,0.335,104,25
Bob Johnson,Not MVP,0.993,0.338,114,23
George Selkirk,Not MVP,0.968,0.306,101,21
Charlie Gehringer,Not MVP,0.968,0.325,86,16
Charlie Keller,Not MVP,0.947,0.334,83,11
Bill Dickey,Not MVP,0.915,0.302,105,24
Red Rolfe,Not MVP,0.900,0.329,80,14
Joe Cronin,Not MVP,0.899,0.308,107,19
George McQuinn,Not MVP,0.898,0.316,94,20
Buddy Lewis,Not MVP,0.879,0.319,75,10
Joe Gordon,Not MVP,0.876,0.284,111,28
Ken Keltner,Not MVP,0.868,0.325,97,13
Frankie Hayes,Not MVP,0.858,0.283,83,20
Joe Kuhel,Not MVP,0.836,0.300,56,15
Bruce Campbell,Not MVP,0.832,0.287,72,8
Mike Kreevich,Not MVP,0.826,0.323,77,5
Barney McCosky,Not MVP,0.814,0.311,58,4
Bobby Doerr,Not MVP,0.813,0.318,73,12
Harlond Clift,Not MVP,0.812,0.270,84,15
Ben Chapman,Not MVP,0.802,0.290,82,6
Eric McNair,Not MVP,0.800,0.324,82,7
Jimmie Foxx,MVP,1.166,0.349,175,50
Hank Greenberg,Not MVP,1.122,0.315,146,58
Rudy York,Not MVP,0.995,0.298,127,33
Jeff Heath,Not MVP,0.985,0.343,112,21
Bill Dickey,Not MVP,0.981,0.313,115,27
Harlond Clift,Not MVP,0.977,0.290,118,34
Joe DiMaggio,Not MVP,0.967,0.324,140,32
Earl Averill,Not MVP,0.965,0.330,93,14
Joe Cronin,Not MVP,0.964,0.325,94,17
Bob Johnson,Not MVP,0.959,0.313,113,30
Hal Trosky,Not MVP,0.948,0.334,110,19
Lou Gehrig,Not MVP,0.932,0.295,114,29
Buddy Myer,Not MVP,0.918,0.336,71,6
Ben Chapman,Not MVP,0.912,0.340,80,6
Charlie Gehringer,Not MVP,0.911,0.306,107,20
Tommy Henrich,Not MVP,0.882,0.270,91,22
Al Simmons,Not MVP,0.868,0.302,95,21
George McQuinn,Not MVP,0.861,0.324,82,12
Gee Walker,Not MVP,0.854,0.305,87,16
Joe Gordon,Not MVP,0.843,0.255,97,25
Cecil Travis,Not MVP,0.833,0.335,67,5
Joe Vosmik,Not MVP,0.830,0.324,86,9
Dixie Walker,Not MVP,0.830,0.308,43,6
Red Rolfe,Not MVP,0.826,0.311,80,10
Bruce Campbell,Not MVP,0.820,0.290,72,12
Lou Gehrig,Not MVP,1.116,0.351,159,37
Hank Greenberg,Not MVP,1.105,0.337,183,40
Joe DiMaggio,Not MVP,1.085,0.346,167,46
Bill Dickey,Not MVP,0.987,0.332,133,29
Zeke Bonura,Not MVP,0.984,0.345,100,19
Bob Johnson,Not MVP,0.981,0.306,108,25
Charlie Gehringer,MVP,0.978,0.371,96,14
Harlond Clift,Not MVP,0.960,0.306,118,29
Jimmie Foxx,Not MVP,0.929,0.285,127,36
Wally Moses,Not MVP,0.924,0.320,86,25
Hal Trosky,Not MVP,0.915,0.298,128,32
Moose Solters,Not MVP,0.905,0.323,109,20
Beau Bell,Not MVP,0.900,0.340,117,14
Joe Cronin,Not MVP,0.888,0.307,110,18
John Stone,Not MVP,0.883,0.330,88,6
Earl Averill,Not MVP,0.880,0.299,92,21
Gee Walker,Not MVP,0.880,0.335,113,18
Bruce Campbell,Not MVP,0.863,0.301,61,4
Sam West,Not MVP,0.862,0.328,58,7
Pete Fox,Not MVP,0.848,0.331,82,12
Luke Appling,Not MVP,0.846,0.317,77,4
Cecil Travis,Not MVP,0.834,0.344,66,3
Joe Vosmik,Not MVP,0.832,0.325,93,4
Dixie Walker,Not MVP,0.832,0.302,95,9
Rip Radcliff,Not MVP,0.829,0.325,79,4
Lou Gehrig,MVP,1.174,0.354,152,49
Jimmie Foxx,Not MVP,1.071,0.338,143,41
Earl Averill,Not MVP,1.065,0.378,126,28
Hal Trosky,Not MVP,1.026,0.343,162,42
Charlie Gehringer,Not MVP,0.987,0.354,116,15
Luke Appling,Not MVP,0.982,0.388,128,6
John Stone,Not MVP,0.965,0.341,90,15
Harlond Clift,Not MVP,0.938,0.302,73,20
George Selkirk,Not MVP,0.931,0.308,107,18
Goose Goslin,Not MVP,0.930,0.315,125,24
Joe DiMaggio,Not MVP,0.928,0.323,125,29
Gee Walker,Not MVP,0.924,0.353,93,12
Bob Johnson,Not MVP,0.914,0.292,121,25
Zeke Bonura,Not MVP,0.908,0.330,138,12
Beau Bell,Not MVP,0.905,0.344,123,11
Joe Kuhel,Not MVP,0.894,0.321,118,16
Wally Moses,Not MVP,0.888,0.345,66,7
Odell Hale,Not MVP,0.887,0.316,87,14
Red Rolfe,Not MVP,0.884,0.319,70,10
Ben Chapman,Not MVP,0.880,0.315,81,5
Rick Ferrell,Not MVP,0.867,0.312,55,8
Al Simmons,Not MVP,0.867,0.327,112,13
Tony Lazzeri,Not MVP,0.838,0.287,109,14
Jim Bottomley,Not MVP,0.830,0.298,95,12
Rip Radcliff,Not MVP,0.828,0.335,82,8
Jimmie Foxx,Not MVP,1.096,0.346,115,36
Lou Gehrig,Not MVP,1.049,0.329,119,30
Hank Greenberg,MVP,1.039,0.328,170,36
Joe Vosmik,Not MVP,0.946,0.348,110,10
Charlie Gehringer,Not MVP,0.911,0.330,108,19
Buddy Myer,Not MVP,0.908,0.349,100,5
Mickey Cochrane,Not MVP,0.902,0.319,47,5
Pete Fox,Not MVP,0.895,0.321,73,15
Bob Johnson,Not MVP,0.894,0.299,109,28
Earl Averill,Not MVP,0.863,0.288,79,19
George Selkirk,Not MVP,0.858,0.312,94,11
Pinky Higgins,Not MVP,0.854,0.296,94,23
Moose Solters,Not MVP,0.854,0.319,112,18
Zeke Bonura,Not MVP,0.849,0.295,92,21
Odell Hale,Not MVP,0.847,0.304,101,16
Harlond Clift,Not MVP,0.842,0.295,69,11
John Stone,Not MVP,0.832,0.314,78,1
Joe Cronin,Not MVP,0.830,0.295,95,9
Sam West,Not MVP,0.830,0.300,70,10
Luke Appling,Not MVP,0.826,0.307,71,1
Roy Johnson,Not MVP,0.822,0.315,66,3
Rick Ferrell,Not MVP,0.801,0.301,61,3
Bill Dickey,Not MVP,0.797,0.279,81,14
Ben Chapman,Not MVP,0.791,0.289,74,8
Hal Trosky,Not MVP,0.789,0.271,113,26
Lou Gehrig,Not MVP,1.172,0.363,165,49
Jimmie Foxx,Not MVP,1.102,0.334,130,44
Hank Greenberg,Not MVP,1.005,0.339,139,26
Hal Trosky,Not MVP,0.987,0.330,142,35
Earl Averill,Not MVP,0.982,0.313,113,31
Charlie Gehringer,Not MVP,0.967,0.356,127,11
Bob Johnson,Not MVP,0.938,0.307,92,34
Al Simmons,Not MVP,0.933,0.344,104,18
Zeke Bonura,Not MVP,0.925,0.302,110,27
Heinie Manush,Not MVP,0.915,0.349,89,11
Pinky Higgins,Not MVP,0.901,0.330,90,16
Sam West,Not MVP,0.872,0.326,55,9
Billy Werber,Not MVP,0.868,0.321,67,11
John Stone,Not MVP,0.860,0.315,67,7
Roy Johnson,Not MVP,0.846,0.320,119,7
Mickey Cochrane,MVP,0.840,0.320,76,2
Marv Owen,Not MVP,0.837,0.317,96,8
Buddy Myer,Not MVP,0.836,0.305,57,3
Odell Hale,Not MVP,0.828,0.302,101,13
Goose Goslin,Not MVP,0.826,0.305,100,13
Tony Lazzeri,Not MVP,0.815,0.267,67,14
Ben Chapman,Not MVP,0.795,0.308,86,5
Luke Appling,Not MVP,0.788,0.303,61,2
Rick Ferrell,Not MVP,0.779,0.297,48,1
Harlond Clift,Not MVP,0.778,0.260,56,14
Jimmie Foxx,MVP,1.153,0.356,163,48
Lou Gehrig,Not MVP,1.030,0.334,139,32
Babe Ruth,Not MVP,1.023,0.301,103,34
Mickey Cochrane,Not MVP,0.974,0.322,60,15
Bob Johnson,Not MVP,0.892,0.290,93,21
Bill Dickey,Not MVP,0.871,0.318,97,14
Tony Lazzeri,Not MVP,0.869,0.294,104,18
Pinky Higgins,Not MVP,0.868,0.314,99,13
Charlie Gehringer,Not MVP,0.862,0.325,105,12
Al Simmons,Not MVP,0.854,0.331,119,14
Roy Johnson,Not MVP,0.853,0.313,95,10
Joe Kuhel,Not MVP,0.851,0.322,107,11
Max Bishop,Not MVP,0.845,0.294,42,4
Joe Cronin,Not MVP,0.843,0.309,118,5
Earl Averill,Not MVP,0.837,0.301,92,11
Hank Greenberg,Not MVP,0.835,0.301,87,12
Dusty Cooke,Not MVP,0.833,0.293,54,5
Heinie Manush,Not MVP,0.831,0.336,95,5
Sam West,Not MVP,0.831,0.300,48,11
Ben Chapman,Not MVP,0.830,0.312,98,9
Luke Appling,Not MVP,0.822,0.322,85,6
Bruce Campbell,Not MVP,0.814,0.277,106,16
Buddy Myer,Not MVP,0.810,0.302,61,4
Carl Reynolds,Not MVP,0.807,0.286,71,8
Goose Goslin,Not MVP,0.800,0.297,64,10
Jimmie Foxx,MVP,1.218,0.364,169,58
Babe Ruth,Not MVP,1.150,0.341,137,41
Lou Gehrig,Not MVP,1.072,0.349,151,34
Earl Averill,Not MVP,0.961,0.314,124,32
Mickey Cochrane,Not MVP,0.921,0.293,112,23
Al Simmons,Not MVP,0.915,0.322,151,35
Tony Lazzeri,Not MVP,0.905,0.300,113,15
Heinie Manush,Not MVP,0.903,0.342,116,14
Joe Cronin,Not MVP,0.885,0.318,116,6
Charlie Gehringer,Not MVP,0.867,0.298,107,19
Goose Goslin,Not MVP,0.866,0.299,104,17
Earle Combs,Not MVP,0.860,0.321,65,9
Ben Chapman,Not MVP,0.854,0.299,107,10
John Stone,Not MVP,0.847,0.297,108,17
Joe Vosmik,Not MVP,0.838,0.312,97,10
Smead Jolley,Not MVP,0.826,0.312,106,18
Rick Ferrell,Not MVP,0.826,0.315,65,2
Roy Johnson,Not MVP,0.809,0.281,69,14
Gee Walker,Not MVP,0.809,0.323,78,8
Jack Burns,Not MVP,0.806,0.305,70,11
Ed Morgan,Not MVP,0.804,0.293,68,4
Eric McNair,Not MVP,0.801,0.285,95,18
Fred Schulte,Not MVP,0.797,0.294,73,9
Dick Porter,Not MVP,0.794,0.308,60,4
Buddy Myer,Not MVP,0.786,0.279,52,5
Juan Soto,Not MVP,1.185,0.351,37,13
Freddie Freeman,MVP,1.102,0.341,53,13
Marcell Ozuna,Not MVP,1.067,0.338,56,18
Dominic Smith,Not MVP,0.993,0.316,42,10
Ronald Acuna,Not MVP,0.987,0.250,29,14
Trea Turner,Not MVP,0.982,0.335,41,12
Mike Yastrzemski,Not MVP,0.968,0.297,35,10
Bryce Harper,Not MVP,0.962,0.268,33,13
Wil Myers,Not MVP,0.959,0.288,40,15
Manny Machado,Not MVP,0.950,0.304,47,16
Corey Seager,Not MVP,0.943,0.307,41,15
Fernando Tatis,Not MVP,0.937,0.277,45,17
Mookie Betts,Not MVP,0.928,0.292,39,16
Michael Conforto,Not MVP,0.927,0.322,31,9
Brandon Nimmo,Not MVP,0.888,0.280,18,8
Paul Goldschmidt,Not MVP,0.883,0.304,21,6
AJ Pollock,Not MVP,0.881,0.276,34,16
Trevor Story,Not MVP,0.874,0.289,28,11
Ian Happ,Not MVP,0.866,0.258,28,12
Kole Calhoun,Not MVP,0.864,0.226,40,16
Chris Taylor,Not MVP,0.842,0.270,32,8
J.T. Realmuto,Not MVP,0.840,0.266,32,11
Jeff McNeil,Not MVP,0.836,0.311,23,4
Adam Duvall,Not MVP,0.833,0.237,33,16
Jake Cronenworth,Not MVP,0.831,0.285,20,4
Christian Yelich,Not MVP,1.100,0.329,97,44
Cody Bellinger,MVP,1.035,0.305,115,47
Anthony Rendon,Not MVP,1.010,0.319,126,34
Ketel Marte,Not MVP,0.981,0.329,92,32
Nolan Arenado,Not MVP,0.962,0.315,118,41
Juan Soto,Not MVP,0.949,0.282,110,34
Pete Alonso,Not MVP,0.941,0.260,120,53
Charlie Blackmon,Not MVP,0.940,0.314,86,32
Freddie Freeman,Not MVP,0.938,0.295,121,38
Josh Bell,Not MVP,0.936,0.277,116,37
Eugenio Suarez,Not MVP,0.930,0.271,103,49
Anthony Rizzo,Not MVP,0.924,0.293,94,27
Trevor Story,Not MVP,0.917,0.294,85,35
Jeff McNeil,Not MVP,0.916,0.318,75,23
Kris Bryant,Not MVP,0.903,0.282,77,31
Josh Donaldson,Not MVP,0.900,0.259,94,37
Max Muncy,Not MVP,0.889,0.251,98,35
Ronald Acuna,Not MVP,0.883,0.280,101,41
Bryce Harper,Not MVP,0.882,0.260,114,35
Justin Turner,Not MVP,0.881,0.290,67,27
Bryan Reynolds,Not MVP,0.880,0.314,68,16
Joc Pederson,Not MVP,0.876,0.249,74,36
Kyle Schwarber,Not MVP,0.870,0.250,92,38
Michael Conforto,Not MVP,0.856,0.257,92,33
Ozzie Albies,Not MVP,0.852,0.295,86,24
Christian Yelich,MVP,1.000,0.326,110,36
Nolan Arenado,Not MVP,0.934,0.297,110,38
Paul Goldschmidt,Not MVP,0.922,0.290,83,33
Trevor Story,Not MVP,0.914,0.291,108,37
Anthony Rendon,Not MVP,0.908,0.308,92,24
Matt Carpenter,Not MVP,0.897,0.257,81,36
Freddie Freeman,Not MVP,0.892,0.309,98,23
Eugenio Suarez,Not MVP,0.892,0.283,104,34
Jesus Aguilar,Not MVP,0.890,0.274,108,35
Bryce Harper,Not MVP,0.889,0.249,100,34
Brandon Nimmo,Not MVP,0.886,0.263,47,17
Javier Baez,Not MVP,0.880,0.290,111,34
David Peralta,Not MVP,0.868,0.293,87,30
Charlie Blackmon,Not MVP,0.860,0.291,70,29
Rhys Hoskins,Not MVP,0.850,0.246,96,34
Scooter Gennett,Not MVP,0.847,0.310,92,23
Anthony Rizzo,Not MVP,0.846,0.283,101,25
Gregory Polanco,Not MVP,0.839,0.254,81,23
Joey Votto,Not MVP,0.837,0.284,67,12
Travis Shaw,Not MVP,0.825,0.241,86,32
J.T. Realmuto,Not MVP,0.824,0.277,74,21
Kyle Schwarber,Not MVP,0.823,0.238,61,26
Jose Martinez,Not MVP,0.821,0.305,83,17
Matt Kemp,Not MVP,0.818,0.290,85,21
Ben Zobrist,Not MVP,0.817,0.305,58,9
Joey Votto,Not MVP,1.032,0.320,100,36
Giancarlo Stanton,MVP,1.007,0.281,132,59
Charlie Blackmon,Not MVP,1.000,0.331,104,37
Freddie Freeman,Not MVP,0.989,0.307,71,28
Paul Goldschmidt,Not MVP,0.966,0.297,120,36
Nolan Arenado,Not MVP,0.959,0.309,130,37
Kris Bryant,Not MVP,0.946,0.295,73,29
Justin Turner,Not MVP,0.945,0.322,71,21
Anthony Rendon,Not MVP,0.937,0.301,100,25
Cody Bellinger,Not MVP,0.933,0.267,97,39
Zack Cozart,Not MVP,0.933,0.297,63,24
Tommy Pham,Not MVP,0.931,0.306,73,23
Ryan Zimmerman,Not MVP,0.930,0.303,108,36
Daniel Murphy,Not MVP,0.928,0.322,93,23
Marcell Ozuna,Not MVP,0.924,0.312,124,37
Anthony Rizzo,Not MVP,0.899,0.273,109,32
Eric Thames,Not MVP,0.878,0.247,63,31
Domingo Santana,Not MVP,0.875,0.278,85,30
Travis Shaw,Not MVP,0.862,0.273,101,31
Buster Posey,Not MVP,0.861,0.320,67,12
Corey Seager,Not MVP,0.854,0.295,77,22
Chris Taylor,Not MVP,0.850,0.288,72,21
Andrew McCutchen,Not MVP,0.849,0.279,88,28
Jake Lamb,Not MVP,0.844,0.248,105,30
Mark Reynolds,Not MVP,0.839,0.267,97,30
Daniel Murphy,Not MVP,0.985,0.347,104,25
Joey Votto,Not MVP,0.985,0.326,97,29
Freddie Freeman,Not MVP,0.968,0.302,91,34
Kris Bryant,MVP,0.939,0.292,102,39
Charlie Blackmon,Not MVP,0.933,0.324,82,29
Nolan Arenado,Not MVP,0.932,0.294,133,41
Anthony Rizzo,Not MVP,0.928,0.292,109,32
DJ LeMahieu,Not MVP,0.911,0.348,66,11
Ryan Braun,Not MVP,0.903,0.305,91,30
Paul Goldschmidt,Not MVP,0.899,0.297,95,24
