player name,mvp,ops,avg,rbi,hr
Moose Solters,0,0.905,0.323,109,20
Beau Bell,0,0.900,0.340,117,14
Joe Cronin,0,0.888,0.307,110,18
John Stone,0,0.883,0.330,88,6
Earl Averill,0,0.880,0.299,92,21
Gee Walker,0,0.880,0.335,113,18
Bruce Campbell,0,0.863,0.301,61,4
Sam West,0,0.862,0.328,58,7
Pete Fox,0,0.848,0.331,82,12
Luke Appling,0,0.846,0.317,77,4
Cecil Travis,0,0.834,0.344,66,3
Joe Vosmik,0,0.832,0.325,93,4
Dixie Walker,0,0.832,0.302,95,9
Rip Radcliff,0,0.829,0.325,79,4
Lou Gehrig,1,1.174,0.354,152,49
Jimmie Foxx,0,1.071,0.338,143,41
Earl Averill,0,1.065,0.378,126,28
Hal Trosky,0,1.026,0.343,162,42
Charlie Gehringer,0,0.987,0.354,116,15
Luke Appling,0,0.982,0.388,128,6
John Stone,0,0.965,0.341,90,15
Harlond Clift,0,0.938,0.302,73,20
George Selkirk,0,0.931,0.308,107,18
Goose Goslin,0,0.930,0.315,125,24
Joe DiMaggio,0,0.928,0.323,125,29
Gee Walker,0,0.924,0.353,93,12
Bob Johnson,0,0.914,0.292,121,25
Zeke Bonura,0,0.908,0.330,138,12
Beau Bell,0,0.905,0.344,123,11
Joe Kuhel,0,0.894,0.321,118,16
Wally Moses,0,0.888,0.345,66,7
Odell Hale,0,0.887,0.316,87,14
Red Rolfe,0,0.884,0.319,70,10
Ben Chapman,0,0.880,0.315,81,5
Rick Ferrell,0,0.867,0.312,55,8
Al Simmons,0,0.867,0.327,112,13
Tony Lazzeri,0,0.838,0.287,109,14
Jim Bottomley,0,0.830,0.298,95,12
Rip Radcliff,0,0.828,0.335,82,8
Jimmie Foxx,0,1.096,0.346,115,36
Lou Gehrig,0,1.049,0.329,119,30
Hank Greenberg,1,1.039,0.328,170,36
Joe Vosmik,0,0.946,0.348,110,10
Charlie Gehringer,0,0.911,0.330,108,19
Buddy Myer,0,0.908,0.349,100,5
Mickey Cochrane,0,0.902,0.319,47,5
Pete Fox,0,0.895,0.321,73,15
Bob Johnson,0,0.894,0.299,109,28
Earl Averill,0,0.863,0.288,79,19
George Selkirk,0,0.858,0.312,94,11
Pinky Higgins,0,0.854,0.296,94,23
Moose Solters,0,0.854,0.319,112,18
Zeke Bonura,0,0.849,0.295,92,21
Odell Hale,0,0.847,0.304,101,16
Harlond Clift,0,0.842,0.295,69,11
John Stone,0,0.832,0.314,78,1
Joe Cronin,0,0.830,0.295,95,9
Sam West,0,0.830,0.300,70,10
Luke Appling,0,0.826,0.307,71,1
Roy Johnson,0,0.822,0.315,66,3
Rick Ferrell,0,0.801,0.301,61,3
Bill Dickey,0,0.797,0.279,81,14
Ben Chapman,0,0.791,0.289,74,8
Hal Trosky,0,0.789,0.271,113,26
Lou Gehrig,0,1.172,0.363,165,49
Jimmie Foxx,0,1.102,0.334,130,44
Hank Greenberg,0,1.005,0.339,139,26
Hal Trosky,0,0.987,0.330,142,35
Earl Averill,0,0.982,0.313,113,31
Charlie Gehringer,0,0.967,0.356,127,11
Bob Johnson,0,0.938,0.307,92,34
Al Simmons,0,0.933,0.344,104,18
Zeke Bonura,0,0.925,0.302,110,27
Heinie Manush,0,0.915,0.349,89,11
Pinky Higgins,0,0.901,0.330,90,16
Sam West,0,0.872,0.326,55,9
Billy Werber,0,0.868,0.321,67,11
John Stone,0,0.860,0.315,67,7
Roy Johnson,0,0.846,0.320,119,7
Mickey Cochrane,1,0.840,0.320,76,2
Marv Owen,0,0.837,0.317,96,8
Buddy Myer,0,0.836,0.305,57,3
Odell Hale,0,0.828,0.302,101,13
Goose Goslin,0,0.826,0.305,100,13
Tony Lazzeri,0,0.815,0.267,67,14
Ben Chapman,0,0.795,0.308,86,5
Luke Appling,0,0.788,0.303,61,2
Rick Ferrell,0,0.779,0.297,48,1
Harlond Clift,0,0.778,0.260,56,14
Jimmie Foxx,1,1.153,0.356,163,48
Lou Gehrig,0,1.030,0.334,139,32
Babe Ruth,0,1.023,0.301,103,34
Mickey Cochrane,0,0.974,0.322,60,15
Bob Johnson,0,0.892,0.290,93,21
Bill Dickey,0,0.871,0.318,97,14
Tony Lazzeri,0,0.869,0.294,104,18
Pinky Higgins,0,0.868,0.314,99,13
Charlie Gehringer,0,0.862,0.325,105,12
Al Simmons,0,0.854,0.331,119,14
Roy Johnson,0,0.853,0.313,95,10
Joe Kuhel,0,0.851,0.322,107,11
Max Bishop,0,0.845,0.294,42,4
Joe Cronin,0,0.843,0.309,118,5
Earl Averill,0,0.837,0.301,92,11
Hank Greenberg,0,0.835,0.301,87,12
Dusty Cooke,0,0.833,0.293,54,5
Heinie Manush,0,0.831,0.336,95,5
Sam West,0,0.831,0.300,48,11
Ben Chapman,0,0.830,0.312,98,9
Luke Appling,0,0.822,0.322,85,6
Bruce Campbell,0,0.814,0.277,106,16
Buddy Myer,0,0.810,0.302,61,4
Carl Reynolds,0,0.807,0.286,71,8
Goose Goslin,0,0.800,0.297,64,10
Jimmie Foxx,1,1.218,0.364,169,58
Babe Ruth,0,1.150,0.341,137,41
Lou Gehrig,0,1.072,0.349,151,34
Earl Averill,0,0.961,0.314,124,32
Mickey Cochrane,0,0.921,0.293,112,23
Al Simmons,0,0.915,0.322,151,35
Tony Lazzeri,0,0.905,0.300,113,15
Heinie Manush,0,0.903,0.342,116,14
Joe Cronin,0,0.885,0.318,116,6
Charlie Gehringer,0,0.867,0.298,107,19
Goose Goslin,0,0.866,0.299,104,17
Earle Combs,0,0.860,0.321,65,9
Ben Chapman,0,0.854,0.299,107,10
John Stone,0,0.847,0.297,108,17
Joe Vosmik,0,0.838,0.312,97,10
Smead Jolley,0,0.826,0.312,106,18
Rick Ferrell,0,0.826,0.315,65,2
Roy Johnson,0,0.809,0.281,69,14
Gee Walker,0,0.809,0.323,78,8
Jack Burns,0,0.806,0.305,70,11
Ed Morgan,0,0.804,0.293,68,4
Eric McNair,0,0.801,0.285,95,18
Fred Schulte,0,0.797,0.294,73,9
Dick Porter,0,0.794,0.308,60,4
Buddy Myer,0,0.786,0.279,52,5
Juan Soto,0,1.185,0.351,37,13
Freddie Freeman,1,1.102,0.341,53,13
Marcell Ozuna,0,1.067,0.338,56,18
Dominic Smith,0,0.993,0.316,42,10
Ronald Acuna,0,0.987,0.250,29,14
Trea Turner,0,0.982,0.335,41,12
Mike Yastrzemski,0,0.968,0.297,35,10
Bryce Harper,0,0.962,0.268,33,13
Wil Myers,0,0.959,0.288,40,15
Manny Machado,0,0.950,0.304,47,16
Corey Seager,0,0.943,0.307,41,15
Fernando Tatis,0,0.937,0.277,45,17
Mookie Betts,0,0.928,0.292,39,16
Michael Conforto,0,0.927,0.322,31,9
Brandon Nimmo,0,0.888,0.280,18,8
Paul Goldschmidt,0,0.883,0.304,21,6
AJ Pollock,0,0.881,0.276,34,16
Trevor Story,0,0.874,0.289,28,11
Ian Happ,0,0.866,0.258,28,12
Kole Calhoun,0,0.864,0.226,40,16
Chris Taylor,0,0.842,0.270,32,8
J.T. Realmuto,0,0.840,0.266,32,11
Jeff McNeil,0,0.836,0.311,23,4
Adam Duvall,0,0.833,0.237,33,16
Jake Cronenworth,0,0.831,0.285,20,4
Christian Yelich,0,1.100,0.329,97,44
Cody Bellinger,1,1.035,0.305,115,47
Anthony Rendon,0,1.010,0.319,126,34
Ketel Marte,0,0.981,0.329,92,32
Nolan Arenado,0,0.962,0.315,118,41
Juan Soto,0,0.949,0.282,110,34
Pete Alonso,0,0.941,0.260,120,53
Charlie Blackmon,0,0.940,0.314,86,32
Freddie Freeman,0,0.938,0.295,121,38
Josh Bell,0,0.936,0.277,116,37
Eugenio Suarez,0,0.930,0.271,103,49
Anthony Rizzo,0,0.924,0.293,94,27
Trevor Story,0,0.917,0.294,85,35
Jeff McNeil,0,0.916,0.318,75,23
Kris Bryant,0,0.903,0.282,77,31
Josh Donaldson,0,0.900,0.259,94,37
Max Muncy,0,0.889,0.251,98,35
Ronald Acuna,0,0.883,0.280,101,41
Bryce Harper,0,0.882,0.260,114,35
Justin Turner,0,0.881,0.290,67,27
Bryan Reynolds,0,0.880,0.314,68,16
Joc Pederson,0,0.876,0.249,74,36
Kyle Schwarber,0,0.870,0.250,92,38
Michael Conforto,0,0.856,0.257,92,33
Ozzie Albies,0,0.852,0.295,86,24
Christian Yelich,1,1.000,0.326,110,36
Nolan Arenado,0,0.934,0.297,110,38
Paul Goldschmidt,0,0.922,0.290,83,33
Trevor Story,0,0.914,0.291,108,37
Anthony Rendon,0,0.908,0.308,92,24
Matt Carpenter,0,0.897,0.257,81,36
Freddie Freeman,0,0.892,0.309,98,23
Eugenio Suarez,0,0.892,0.283,104,34
Jesus Aguilar,0,0.890,0.274,108,35
Bryce Harper,0,0.889,0.249,100,34
Brandon Nimmo,0,0.886,0.263,47,17
Javier Baez,0,0.880,0.290,111,34
David Peralta,0,0.868,0.293,87,30
Charlie Blackmon,0,0.860,0.291,70,29
Rhys Hoskins,0,0.850,0.246,96,34
Scooter Gennett,0,0.847,0.310,92,23
Anthony Rizzo,0,0.846,0.283,101,25
Gregory Polanco,0,0.839,0.254,81,23
Joey Votto,0,0.837,0.284,67,12
Travis Shaw,0,0.825,0.241,86,32
J.T. Realmuto,0,0.824,0.277,74,21
Kyle Schwarber,0,0.823,0.238,61,26
Jose Martinez,0,0.821,0.305,83,17
Matt Kemp,0,0.818,0.290,85,21
Ben Zobrist,0,0.817,0.305,58,9
Joey Votto,0,1.032,0.320,100,36
Giancarlo Stanton,1,1.007,0.281,132,59
Charlie Blackmon,0,1.000,0.331,104,37
Freddie Freeman,0,0.989,0.307,71,28
Paul Goldschmidt,0,0.966,0.297,120,36
Nolan Arenado,0,0.959,0.309,130,37
Kris Bryant,0,0.946,0.295,73,29
Justin Turner,0,0.945,0.322,71,21
Anthony Rendon,0,0.937,0.301,100,25
Cody Bellinger,0,0.933,0.267,97,39
Zack Cozart,0,0.933,0.297,63,24
Tommy Pham,0,0.931,0.306,73,23
Ryan Zimmerman,0,0.930,0.303,108,36
Daniel Murphy,0,0.928,0.322,93,23
Marcell Ozuna,0,0.924,0.312,124,37
Anthony Rizzo,0,0.899,0.273,109,32
Eric Thames,0,0.878,0.247,63,31
Domingo Santana,0,0.875,0.278,85,30
Travis Shaw,0,0.862,0.273,101,31
Buster Posey,0,0.861,0.320,67,12
Corey Seager,0,0.854,0.295,77,22
Chris Taylor,0,0.850,0.288,72,21
Andrew McCutchen,0,0.849,0.279,88,28
Jake Lamb,0,0.844,0.248,105,30
Mark Reynolds,0,0.839,0.267,97,30
Daniel Murphy,0,0.985,0.347,104,25
Joey Votto,0,0.985,0.326,97,29
Freddie Freeman,0,0.968,0.302,91,34
Kris Bryant,1,0.939,0.292,102,39
Charlie Blackmon,0,0.933,0.324,82,29
Nolan Arenado,0,0.932,0.294,133,41
Anthony Rizzo,0,0.928,0.292,109,32
DJ LeMahieu,0,0.911,0.348,66,11
Ryan Braun,0,0.903,0.305,91,30
Paul Goldschmidt,0,0.899,0.297,95,24
Matt Carpenter,0,0.885,0.271,68,21
Yoenis Cespedes,0,0.884,0.280,86,31
Corey Seager,0,0.877,0.308,72,26
Brandon Belt,0,0.868,0.275,82,17
Jean Segura,0,0.867,0.319,64,20
Christian Yelich,0,0.859,0.298,98,21
Carlos Gonzalez,0,0.855,0.298,100,25
Wilson Ramos,0,0.850,0.307,80,22
Jake Lamb,0,0.840,0.249,91,29
Dexter Fowler,0,0.840,0.276,48,13
Justin Turner,0,0.832,0.275,90,27
Ben Zobrist,0,0.832,0.272,76,18
Jonathan Villar,0,0.826,0.285,63,19
Chris Carter,0,0.820,0.222,94,41
Yasmany Tomas,0,0.820,0.272,83,31
Bryce Harper,1,1.109,0.330,99,42
Paul Goldschmidt,0,1.005,0.321,110,33
Joey Votto,0,1.000,0.314,80,29
Anthony Rizzo,0,0.898,0.278,101,31
Nolan Arenado,0,0.898,0.287,130,42
David Peralta,0,0.893,0.312,78,17
Andrew McCutchen,0,0.889,0.292,96,23
Matt Carpenter,0,0.871,0.272,84,28
AJ Pollock,0,0.865,0.315,76,20
Carlos Gonzalez,0,0.864,0.271,97,40
Kris Bryant,0,0.858,0.275,99,26
Ryan Braun,0,0.854,0.285,84,25
Buster Posey,0,0.849,0.318,95,19
Lucas Duda,0,0.838,0.244,73,27
Brandon Belt,0,0.834,0.280,68,18
Adrian Gonzalez,0,0.830,0.275,90,28
Curtis Granderson,0,0.820,0.259,70,26
Adam Lind,0,0.820,0.277,87,20
Todd Frazier,0,0.806,0.255,89,35
Jason Heyward,0,0.797,0.293,60,13
Charlie Blackmon,0,0.797,0.287,58,17
Justin Upton,0,0.790,0.251,81,26
Yunel Escobar,0,0.790,0.314,56,9
Chris Coghlan,0,0.784,0.250,41,16
Brandon Crawford,0,0.782,0.256,84,21
Paul Goldschmidt,0,0.952,0.302,125,36
Troy Tulowitzki,0,0.931,0.312,82,25
Jayson Werth,0,0.931,0.318,82,25
Joey Votto,0,0.926,0.305,73,24
Michael Cuddyer,0,0.918,0.331,84,20
Andrew McCutchen,1,0.911,0.317,84,21
Freddie Freeman,0,0.897,0.319,109,23
Shin-Soo Choo,0,0.885,0.285,54,21
Matt Holliday,0,0.879,0.300,94,22
Matt Carpenter,0,0.873,0.318,78,11
Marlon Byrd,0,0.847,0.291,88,24
Giancarlo Stanton,0,0.845,0.249,62,24
Carlos Gomez,0,0.844,0.284,73,24
Brandon Belt,0,0.841,0.289,67,17
Yadier Molina,0,0.836,0.319,80,12
Carlos Beltran,0,0.830,0.296,84,24
Allen Craig,0,0.830,0.315,97,13
Chase Utley,0,0.823,0.284,69,18
Hunter Pence,0,0.822,0.283,99,27
Buster Posey,0,0.821,0.294,72,15
Domonic Brown,0,0.818,0.272,83,27
Justin Upton,0,0.818,0.263,70,27
Chris Johnson,0,0.816,0.321,68,12
Ryan Zimmerman,0,0.809,0.275,79,26
Jay Bruce,0,0.807,0.262,109,30
Ryan Braun,0,0.987,0.319,112,41
Buster Posey,1,0.957,0.336,103,24
Andrew McCutchen,0,0.953,0.327,96,31
Aramis Ramirez,0,0.901,0.300,105,27
David Wright,0,0.883,0.306,93,21
Aaron Hill,0,0.882,0.302,85,26
Carlos Gonzalez,0,0.881,0.303,85,22
Matt Holliday,0,0.877,0.295,102,27
Allen Craig,0,0.876,0.307,92,22
Chase Headley,0,0.875,0.286,115,31
Yadier Molina,0,0.874,0.315,76,22
Dexter Fowler,0,0.863,0.300,53,13
Adam LaRoche,0,0.853,0.271,100,33
Paul Goldschmidt,0,0.850,0.286,82,20
Ian Desmond,0,0.845,0.292,73,25
Carlos Beltran,0,0.842,0.269,97,32
Jay Bruce,0,0.841,0.252,99,34
Corey Hart,0,0.841,0.270,83,30
David Freese,0,0.839,0.293,79,20
Jason Kubel,0,0.833,0.253,90,30
Garrett Jones,0,0.832,0.274,86,27
Miguel Montero,0,0.829,0.286,88,15
Ryan Zimmerman,0,0.824,0.282,95,25
Alfonso Soriano,0,0.821,0.262,108,32
Bryce Harper,0,0.817,0.270,59,22
Ryan Braun,1,0.994,0.332,111,33
Matt Kemp,0,0.986,0.324,126,39
Prince Fielder,0,0.981,0.299,120,38
Lance Berkman,0,0.959,0.301,94,31
Joey Votto,0,0.947,0.309,103,29
Troy Tulowitzki,0,0.916,0.302,105,30
Matt Holliday,0,0.912,0.296,75,22
Michael Morse,0,0.910,0.303,95,31
Carlos Beltran,0,0.910,0.300,84,22
Albert Pujols,0,0.906,0.299,99,37
Justin Upton,0,0.898,0.289,88,31
Giancarlo Stanton,0,0.893,0.262,87,34
Carlos Gonzalez,0,0.890,0.295,92,26
Jose Reyes,0,0.877,0.337,44,7
Hunter Pence,0,0.871,0.314,97,22
Aramis Ramirez,0,0.871,0.306,93,26
Corey Hart,0,0.866,0.285,63,26
Shane Victorino,0,0.846,0.279,61,17
Ryan Howard,0,0.835,0.253,116,33
Seth Smith,0,0.830,0.284,59,15
Andrew McCutchen,0,0.820,0.259,89,23
Miguel Montero,0,0.820,0.282,86,18
Carlos Pena,0,0.820,0.225,80,28
Rickie Weeks,0,0.818,0.269,49,20
Brian McCann,0,0.817,0.270,71,24
Joey Votto,1,1.024,0.324,113,37
Albert Pujols,0,1.011,0.312,118,42
Carlos Gonzalez,0,0.974,0.336,117,34
Troy Tulowitzki,0,0.949,0.315,95,27
Matt Holliday,0,0.922,0.312,103,28
Jayson Werth,0,0.920,0.296,85,27
Adrian Gonzalez,0,0.904,0.298,101,31
Ryan Zimmerman,0,0.898,0.307,85,25
Adam Dunn,0,0.892,0.260,103,38
Aubrey Huff,0,0.891,0.290,86,26
Dan Uggla,0,0.877,0.287,105,33
Prince Fielder,0,0.871,0.261,83,32
Ryan Braun,0,0.866,0.304,103,25
Kelly Johnson,0,0.866,0.284,71,26
Corey Hart,0,0.866,0.283,102,31
Colby Rasmus,0,0.859,0.276,66,23
Ryan Howard,0,0.859,0.276,108,31
Andre Ethier,0,0.857,0.292,82,23
David Wright,0,0.856,0.283,103,29
Scott Rolen,0,0.854,0.285,83,20
Hanley Ramirez,0,0.853,0.300,76,21
Jason Heyward,0,0.849,0.277,72,18
Jay Bruce,0,0.846,0.281,70,25
Chase Utley,0,0.832,0.275,65,16
Rickie Weeks,0,0.830,0.269,83,29
Albert Pujols,1,1.101,0.327,135,47
Prince Fielder,0,1.014,0.299,141,46
Joey Votto,0,0.981,0.322,84,25
Derrek Lee,0,0.972,0.306,111,35
Adrian Gonzalez,0,0.958,0.277,99,40
Hanley Ramirez,0,0.954,0.342,106,24
Pablo Sandoval,0,0.943,0.330,90,25
Ryan Braun,0,0.937,0.320,114,32
Ryan Howard,0,0.931,0.279,141,45
Troy Tulowitzki,0,0.930,0.297,92,32
Adam Dunn,0,0.928,0.267,105,38
Lance Berkman,0,0.907,0.274,80,25
Chase Utley,0,0.905,0.282,93,31
Todd Helton,0,0.904,0.325,86,15
Brad Hawpe,0,0.903,0.285,86,23
Raul Ibanez,0,0.899,0.272,93,34
Justin Upton,0,0.899,0.300,86,26
Mark Reynolds,0,0.892,0.260,102,44
Ryan Zimmerman,0,0.888,0.292,106,33
Jayson Werth,0,0.879,0.268,99,36
Andre Ethier,0,0.869,0.272,106,31
Josh Willingham,0,0.863,0.260,61,24
Chris Coghlan,0,0.850,0.321,47,9
Adam LaRoche,0,0.844,0.278,80,24
Matt Kemp,0,0.842,0.297,101,26
Albert Pujols,1,1.114,0.357,116,37
Chipper Jones,0,1.044,0.364,75,22
Lance Berkman,0,0.986,0.312,106,29
Ryan Ludwick,0,0.966,0.299,113,37
Matt Holliday,0,0.947,0.321,88,25
Hanley Ramirez,0,0.940,0.301,67,33
David Wright,0,0.924,0.302,124,33
Chase Utley,0,0.915,0.292,104,33
Adam Dunn,0,0.898,0.236,100,40
Aramis Ramirez,0,0.898,0.289,111,27
Brian McCann,0,0.896,0.301,87,23
Ryan Braun,0,0.888,0.285,106,37
Andre Ethier,0,0.885,0.305,77,20
Ryan Howard,0,0.881,0.251,146,48
Brad Hawpe,0,0.879,0.283,85,25
Prince Fielder,0,0.879,0.276,102,34
Alfonso Soriano,0,0.876,0.280,75,29
Carlos Beltran,0,0.876,0.284,112,27
Pat Burrell,0,0.875,0.250,86,33
Dan Uggla,0,0.874,0.260,92,32
Joey Votto,0,0.874,0.297,84,24
Adrian Gonzalez,0,0.871,0.279,119,36
Carlos Delgado,0,0.871,0.271,115,38
Geovany Soto,0,0.868,0.285,86,23
Mark DeRosa,0,0.857,0.285,87,21
Chipper Jones,0,1.029,0.337,102,29
Prince Fielder,0,1.013,0.288,119,50
Matt Holliday,0,1.012,0.340,137,36
Albert Pujols,0,0.997,0.327,103,32
Chase Utley,0,0.976,0.332,103,22
Ryan Howard,0,0.976,0.268,136,47
Miguel Cabrera,0,0.965,0.320,119,34
David Wright,0,0.963,0.325,107,30
Hanley Ramirez,0,0.948,0.332,81,29
Adam Dunn,0,0.940,0.264,106,40
Todd Helton,0,0.928,0.320,91,17
Brad Hawpe,0,0.926,0.291,116,29
Aramis Ramirez,0,0.915,0.310,101,26
Derrek Lee,0,0.913,0.317,82,22
Pat Burrell,0,0.902,0.256,97,30
Alfonso Soriano,0,0.897,0.299,70,33
Lance Berkman,0,0.896,0.278,102,34
Corey Hart,0,0.892,0.295,81,24
Aaron Rowand,0,0.889,0.309,89,27
Carlos Lee,0,0.882,0.303,119,32
Carlos Beltran,0,0.878,0.276,112,33
Jeff Kent,0,0.875,0.302,79,20
Jimmy Rollins,1,0.875,0.296,94,30
Dmitri Young,0,0.869,0.320,74,13
Ken Griffey,0,0.869,0.277,93,30
Albert Pujols,0,1.102,0.331,137,49
Ryan Howard,1,1.084,0.313,149,58
Lance Berkman,0,1.041,0.315,136,45
Miguel Cabrera,0,0.998,0.339,114,26
Carlos Beltran,0,0.982,0.275,116,41
Matt Holliday,0,0.973,0.326,114,34
Garrett Atkins,0,0.965,0.329,120,29
Nick Johnson,0,0.948,0.290,77,23
Jason Bay,0,0.928,0.286,109,35
Adam LaRoche,0,0.915,0.285,90,32
David Wright,0,0.912,0.311,116,26
Aramis Ramirez,0,0.912,0.291,119,38
Alfonso Soriano,0,0.911,0.277,95,46
Carlos Delgado,0,0.909,0.265,114,38
Chase Utley,0,0.906,0.309,102,32
Bill Hall,0,0.898,0.270,85,35
Ray Durham,0,0.898,0.293,93,26
Brad Hawpe,0,0.898,0.293,84,22
Andruw Jones,0,0.894,0.262,129,41
J.D. Drew,0,0.891,0.283,100,20
Pat Burrell,0,0.890,0.258,95,29
Scott Rolen,0,0.887,0.296,95,22
Todd Helton,0,0.880,0.302,81,15
Nomar Garciaparra,0,0.872,0.303,93,20
Adrian Gonzalez,0,0.862,0.304,82,24
Derrek Lee,0,1.080,0.335,107,46
Albert Pujols,1,1.039,0.330,117,41
Carlos Delgado,0,0.981,0.301,115,33
Todd Helton,0,0.979,0.320,79,20
Jason Bay,0,0.961,0.306,101,32
Miguel Cabrera,0,0.947,0.323,116,33
Ken Griffey,0,0.946,0.301,92,35
Morgan Ensberg,0,0.945,0.283,101,36
Lance Berkman,0,0.934,0.293,82,24
Adam Dunn,0,0.927,0.247,101,40
Aramis Ramirez,0,0.926,0.302,92,31
Andruw Jones,0,0.922,0.263,128,51
Jim Edmonds,0,0.918,0.263,89,29
Chase Utley,0,0.915,0.291,105,28
David Wright,0,0.912,0.306,102,27
Chad Tracy,0,0.911,0.308,72,27
Brian Giles,0,0.905,0.301,83,15
Pat Burrell,0,0.892,0.281,117,32
Jeff Kent,0,0.888,0.289,105,29
Geoff Jenkins,0,0.888,0.292,86,25
Nick Johnson,0,0.887,0.289,74,15
Troy Glaus,0,0.885,0.258,97,37
Bobby Abreu,0,0.879,0.286,102,24
Matt Holliday,0,0.866,0.307,87,19
Cliff Floyd,0,0.863,0.273,98,34
Barry Bonds,1,1.422,0.362,101,45
Todd Helton,0,1.088,0.347,96,32
Albert Pujols,0,1.072,0.331,123,46
Jim Edmonds,0,1.061,0.301,111,42
Adrian Beltre,0,1.017,0.334,121,48
Lance Berkman,0,1.016,0.316,106,30
Scott Rolen,0,1.007,0.314,124,34
J.D. Drew,0,1.006,0.305,93,31
Jim Thome,0,0.977,0.274,105,42
Bobby Abreu,0,0.971,0.301,105,30
Adam Dunn,0,0.956,0.266,102,46
Aramis Ramirez,0,0.951,0.318,103,36
Moises Alou,0,0.919,0.293,106,39
Jeromy Burnitz,0,0.916,0.283,110,37
Sean Casey,0,0.915,0.324,99,24
Mark Loretta,0,0.886,0.335,76,16
Jeff Kent,0,0.880,0.289,107,27
Miguel Cabrera,0,0.879,0.294,112,33
Brad Wilkerson,0,0.872,0.255,67,32
Mike Lowell,0,0.870,0.293,85,27
Vinny Castilla,0,0.867,0.271,131,35
Lyle Overbay,0,0.863,0.301,87,16
Derrek Lee,0,0.860,0.278,98,32
Phil Nevin,0,0.859,0.289,105,26
Craig Wilson,0,0.853,0.264,82,29
Barry Bonds,1,1.278,0.341,90,45
Albert Pujols,0,1.106,0.359,124,43
Todd Helton,0,1.088,0.358,117,33
Gary Sheffield,0,1.023,0.330,132,39
Jim Edmonds,0,1.002,0.275,89,39
Jim Thome,0,0.958,0.266,131,47
Richard Hidalgo,0,0.957,0.309,88,28
Brian Giles,0,0.941,0.299,88,20
Luis Gonzalez,0,0.934,0.304,104,26
Lance Berkman,0,0.927,0.288,93,25
Richie Sexson,0,0.927,0.272,124,45
Chipper Jones,0,0.920,0.305,106,27
Marcus Giles,0,0.917,0.316,69,21
Geoff Jenkins,0,0.913,0.296,95,28
Sammy Sosa,0,0.911,0.279,103,40
Scott Rolen,0,0.910,0.286,104,28
Larry Walker,0,0.898,0.284,79,16
Jeff Bagwell,0,0.897,0.278,100,39
Derrek Lee,0,0.888,0.271,92,31
Mike Lowell,0,0.881,0.276,105,32
Preston Wilson,0,0.880,0.282,141,36
Bobby Abreu,0,0.877,0.300,101,20
Edgar Renteria,0,0.874,0.330,100,13
Jose Vidro,0,0.866,0.310,65,15
Jay Payton,0,0.865,0.302,89,28
Barry Bonds,1,1.381,0.370,110,46
Brian Giles,0,1.072,0.298,103,38
Larry Walker,0,1.023,0.338,104,26
Vladimir Guerrero,0,1.010,0.336,111,39
Todd Helton,0,1.006,0.329,109,30
Sammy Sosa,0,0.993,0.288,108,49
Lance Berkman,0,0.982,0.292,128,42
Jim Edmonds,0,0.981,0.311,83,28
Chipper Jones,0,0.972,0.327,100,26
Albert Pujols,0,0.955,0.314,127,34
Shawn Green,0,0.944,0.285,114,42
Bobby Abreu,0,0.934,0.308,85,20
Jeff Kent,0,0.933,0.313,108,37
Ryan Klesko,0,0.925,0.300,95,29
Pat Burrell,0,0.920,0.282,116,37
Jeff Bagwell,0,0.919,0.291,98,31
Gary Sheffield,0,0.916,0.307,84,25
Mike Piazza,0,0.902,0.280,98,33
Luis Gonzalez,0,0.896,0.288,103,28
Mark Bellhorn,0,0.886,0.258,56,27
Andruw Jones,0,0.878,0.264,94,35
Derrek Lee,0,0.872,0.270,86,27
Steve Finley,0,0.869,0.287,89,25
Jose Vidro,0,0.868,0.315,96,19
Richie Sexson,0,0.867,0.279,102,29
Barry Bonds,1,1.379,0.328,137,73
Sammy Sosa,0,1.174,0.328,160,64
Luis Gonzalez,0,1.117,0.325,142,57
Todd Helton,0,1.116,0.336,146,49
Larry Walker,0,1.111,0.350,123,38
Lance Berkman,0,1.051,0.331,126,34
Chipper Jones,0,1.032,0.330,102,38
Albert Pujols,0,1.013,0.329,130,37
Gary Sheffield,0,1.000,0.311,100,36
Brian Giles,0,0.994,0.309,95,37
Phil Nevin,0,0.976,0.306,126,41
Jim Edmonds,0,0.974,0.304,110,30
Shawn Green,0,0.970,0.297,125,49
Cliff Floyd,0,0.968,0.317,103,31
Jeff Bagwell,0,0.966,0.288,130,39
Mike Piazza,0,0.956,0.300,94,36
Moises Alou,0,0.950,0.331,108,27
Vladimir Guerrero,0,0.943,0.307,108,34
Rich Aurilia,0,0.941,0.324,97,37
Bobby Abreu,0,0.936,0.289,110,31
Ryan Klesko,0,0.923,0.286,113,30
Paul Lo Duca,0,0.917,0.320,90,25
Richie Sexson,0,0.889,0.271,125,45
Aramis Ramirez,0,0.885,0.300,112,34
Jeff Kent,0,0.877,0.298,106,22
Todd Helton,0,1.162,0.372,147,42
Barry Bonds,0,1.127,0.306,106,49
Gary Sheffield,0,1.081,0.325,109,43
Vladimir Guerrero,0,1.074,0.345,123,44
Sammy Sosa,0,1.040,0.320,138,50
Jeff Bagwell,0,1.039,0.310,132,47
Moises Alou,0,1.039,0.355,114,30
Richard Hidalgo,0,1.028,0.314,122,44
Brian Giles,0,1.026,0.315,123,35
Jeff Kent,1,1.021,0.334,125,33
